policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,atr_percentile,session_metric,stop_mode,rr_mode,entry_model,opened_at_dt,closed_at_dt,day,tf_rank,rank_score,source,balance_before,risk_amount,pnl,balance_after
fixed_current,LTA,USDCAD,M30,2026-04,2026-04-08 06:00:00,2026-04-08 12:30:00,BUY,1.38415,1.38219,6.0,1.38415,trail_stop,0.5,96.0,0.000917,0.6979,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure,2026-04-08 06:00:00+00:00,2026-04-08 12:30:00+00:00,2026-04-08,4.0,"(96.0, 6.0, 4.0, 0)",dynamic_exit_fixed_current,4767.17,238.36,119.18,4886.35
fixed_current,ORB,AUDUSD,M15,2026-04,2026-04-08 23:15:00,2026-04-09 00:15:00,SELL,0.7044,0.70474,6.0,0.70338,trail_stop,2.0,100.0,0.000434,0.5,0.7829,structure,static,ORB 15m breakout,2026-04-08 23:15:00+00:00,2026-04-09 00:15:00+00:00,2026-04-08,3.0,"(100.0, 6.0, 3.0, -0.21709999999999996)",dynamic_exit_fixed_current,4886.35,244.32,488.63,5374.98
fixed_current,ORB,NZDUSD,M15,2026-04,2026-04-08 23:15:00,2026-04-08 23:45:00,SELL,0.58236,0.58261,3.0,0.58261,loss,-1.0,100.0,0.00034,0.5,0.7353,structure,static,ORB 15m breakout,2026-04-08 23:15:00+00:00,2026-04-08 23:45:00+00:00,2026-04-08,3.0,"(100.0, 3.0, 3.0, -0.26470000000000005)",dynamic_exit_fixed_current,5374.98,268.75,-268.75,5106.23
fixed_current,ORB,USDCHF,M15,2026-04,2026-04-08 23:15:00,2026-04-08 23:45:00,BUY,0.79122,0.79103,3.0,0.79122,trail_stop,0.5,100.0,0.000339,0.5,0.56,structure,static,ORB 15m breakout,2026-04-08 23:15:00+00:00,2026-04-08 23:45:00+00:00,2026-04-08,3.0,"(100.0, 3.0, 3.0, -0.43999999999999995)",dynamic_exit_fixed_current,5106.23,255.31,127.66,5233.89
fixed_current,ORB,GBPUSD,M15,2026-04,2026-04-09 23:15:00,2026-04-09 23:45:00,BUY,1.34294,1.34263,3.0,1.34294,trail_stop,0.5,100.0,0.000488,0.5,0.6354,structure,static,ORB 15m breakout,2026-04-09 23:15:00+00:00,2026-04-09 23:45:00+00:00,2026-04-09,3.0,"(100.0, 3.0, 3.0, -0.36460000000000004)",dynamic_exit_fixed_current,5233.89,261.69,130.85,5364.74
fixed_current,ORB,USDCAD,M15,2026-04,2026-04-09 23:15:00,2026-04-10 01:30:00,BUY,1.38191,1.38159,6.0,1.38223,trail_stop,1.0,100.0,0.000339,0.1354,0.9451,structure,static,ORB 15m breakout,2026-04-09 23:15:00+00:00,2026-04-10 01:30:00+00:00,2026-04-09,3.0,"(100.0, 6.0, 3.0, -0.05489999999999995)",dynamic_exit_fixed_current,5364.74,268.24,268.24,5632.97
fixed_current,ORB,USDCHF,M15,2026-04,2026-04-09 23:15:00,2026-04-10 00:00:00,BUY,0.79067,0.79048,3.0,0.79124,win,2.0,100.0,0.000374,0.1875,0.5086,structure,static,ORB 15m breakout,2026-04-09 23:15:00+00:00,2026-04-10 00:00:00+00:00,2026-04-09,3.0,"(100.0, 3.0, 3.0, -0.49139999999999995)",dynamic_exit_fixed_current,5632.97,281.65,563.3,6196.27
fixed_current,LTA,GBPJPY,M15,2026-04,2026-04-10 01:15:00,2026-04-10 06:00:00,SELL,213.61,213.74093,6.0,213.74093,loss,-1.0,91.0,0.066214,0.5,,structure,static,Entry Model 1 - Double Wick Confirmation,2026-04-10 01:15:00+00:00,2026-04-10 06:00:00+00:00,2026-04-10,3.0,"(91.0, 6.0, 3.0, 0)",dynamic_exit_fixed_current,6196.27,309.81,-309.81,5886.46
fixed_current,LTA,GBPJPY,M30,2026-04,2026-04-10 06:00:00,2026-04-10 10:30:00,BUY,213.746,213.58641,6.0,213.90559,trail_stop,1.0,100.0,0.083929,0.0208,,structure,static,Entry Model 1 - Double Wick Confirmation,2026-04-10 06:00:00+00:00,2026-04-10 10:30:00+00:00,2026-04-10,4.0,"(100.0, 6.0, 4.0, 0)",dynamic_exit_fixed_current,5886.46,294.32,294.32,6180.78
sniper_current,Sniper,BTCUSD,H4,2026-04,2026-04-12T20:00:00Z,2026-04-13T14:55:00Z,SELL,71110.97,72363.28,3.0,72363.28,loss,-1.0,,834.88,,,atr_1.5,tp3,Sniper EMA 9/21 H4 bias cross,2026-04-12 20:00:00+00:00,2026-04-13 14:55:00+00:00,2026-04-12,,,sniper_backtest_current_config,6180.78,309.04,-309.04,5871.74
fixed_current,ORB,GBPUSD,M15,2026-04,2026-04-12 23:15:00,2026-04-13 00:15:00,SELL,1.33873,1.33961,3.0,1.33961,loss,-1.0,100.0,0.001301,1.0,0.6762,structure,static,ORB 15m breakout,2026-04-12 23:15:00+00:00,2026-04-13 00:15:00+00:00,2026-04-12,3.0,"(100.0, 3.0, 3.0, -0.3238)",dynamic_exit_fixed_current,5871.74,293.59,-293.59,5578.15
fixed_current,ORB,USDCAD,M15,2026-04,2026-04-12 23:15:00,2026-04-13 00:15:00,BUY,1.38749,1.38685,6.0,1.38685,loss,-1.0,100.0,0.00064,0.8021,1.0504,structure,static,ORB 15m breakout,2026-04-12 23:15:00+00:00,2026-04-13 00:15:00+00:00,2026-04-12,3.0,"(100.0, 6.0, 3.0, -0.0504)",dynamic_exit_fixed_current,5578.15,278.91,-278.91,5299.25
fixed_current,ORB,AUDUSD,M15,2026-04,2026-04-12 23:15:00,2026-04-12 23:45:00,SELL,0.70157,0.70208,6.0,0.70208,loss,-1.0,95.0,0.001069,1.0,0.4773,structure,static,ORB 15m breakout,2026-04-12 23:15:00+00:00,2026-04-12 23:45:00+00:00,2026-04-12,3.0,"(95.0, 6.0, 3.0, -0.5226999999999999)",dynamic_exit_fixed_current,5299.25,264.96,-264.96,5034.28
sniper_current,Sniper,BTCUSD,H4,2026-04,2026-04-13T20:00:00Z,2026-04-16T13:55:00Z,BUY,73370.33,71987.84,3.0,73370.33,trail_stop,0.5,,921.66,,,atr_1.5,tp3,Sniper EMA 9/21 H4 bias cross,2026-04-13 20:00:00+00:00,2026-04-16 13:55:00+00:00,2026-04-13,,,sniper_backtest_current_config,5034.28,251.71,125.86,5160.14
fixed_current,ORB,NZDUSD,M15,2026-04,2026-04-13 23:15:00,2026-04-14 00:00:00,BUY,0.58715,0.58687,3.0,0.58687,loss,-1.0,100.0,0.000294,0.0104,0.9515,structure,static,ORB 15m breakout,2026-04-13 23:15:00+00:00,2026-04-14 00:00:00+00:00,2026-04-13,3.0,"(100.0, 3.0, 3.0, -0.04849999999999999)",dynamic_exit_fixed_current,5160.14,258.01,-258.01,4902.13
fixed_current,ORB,USDCAD,M15,2026-04,2026-04-13 23:15:00,2026-04-14 00:00:00,SELL,1.3786,1.37879,6.0,1.37879,loss,-1.0,100.0,0.000283,0.5,0.6717,structure,static,ORB 15m breakout,2026-04-13 23:15:00+00:00,2026-04-14 00:00:00+00:00,2026-04-13,3.0,"(100.0, 6.0, 3.0, -0.32830000000000004)",dynamic_exit_fixed_current,4902.13,245.11,-245.11,4657.03
fixed_current,ORB,USDCHF,M15,2026-04,2026-04-13 23:15:00,2026-04-14 00:00:00,SELL,0.78324,0.78353,3.0,0.78353,loss,-1.0,100.0,0.00029,0.5,1.4872,structure,static,ORB 15m breakout,2026-04-13 23:15:00+00:00,2026-04-14 00:00:00+00:00,2026-04-13,3.0,"(100.0, 3.0, 3.0, -0.4872000000000001)",dynamic_exit_fixed_current,4657.03,232.85,-232.85,4424.18
fixed_current,LTA,AUDUSD,M30,2026-04,2026-04-14 03:00:00,2026-04-14 06:00:00,BUY,0.70856,0.70778,6.0,0.70778,loss,-1.0,93.0,0.000496,0.0833,,structure,static,Entry Model 1 - Double Wick Confirmation,2026-04-14 03:00:00+00:00,2026-04-14 06:00:00+00:00,2026-04-14,4.0,"(93.0, 6.0, 4.0, 0)",dynamic_exit_fixed_current,4424.18,221.21,-221.21,4202.97
fixed_current,LTA,USDCAD,M30,2026-04,2026-04-14 03:00:00,2026-04-14 07:30:00,SELL,1.37849,1.37899,6.0,1.37699,trail_stop,2.0,97.0,0.000331,0.5,,structure,static,Entry Model 1 - Double Wick Confirmation,2026-04-14 03:00:00+00:00,2026-04-14 07:30:00+00:00,2026-04-14,4.0,"(97.0, 6.0, 4.0, 0)",dynamic_exit_fixed_current,4202.97,210.15,420.3,4623.26
fixed_current,LTA,AUDUSD,M30,2026-04,2026-04-14 06:00:00,2026-04-14 12:30:00,BUY,0.7084,0.70758,6.0,0.71332,win,3.5,93.0,0.000627,0.2812,,structure,static,Entry Model 1 - Double Wick Confirmation,2026-04-14 06:00:00+00:00,2026-04-14 12:30:00+00:00,2026-04-14,4.0,"(93.0, 6.0, 4.0, 0)",dynamic_exit_fixed_current,4623.26,231.16,809.07,5432.33
fixed_current,ORB,AUDUSD,M15,2026-04,2026-04-14 23:15:00,2026-04-14 23:45:00,BUY,0.71294,0.71278,6.0,0.71294,trail_stop,0.5,100.0,0.000272,0.0208,0.5879,structure,static,ORB 15m breakout,2026-04-14 23:15:00+00:00,2026-04-14 23:45:00+00:00,2026-04-14,3.0,"(100.0, 6.0, 3.0, -0.4121)",dynamic_exit_fixed_current,5432.33,271.62,135.81,5568.14
fixed_current,ORB,GBPUSD,M15,2026-04,2026-04-14 23:15:00,2026-04-14 23:30:00,BUY,1.35686,1.35661,3.0,1.35761,win,2.0,100.0,0.000414,0.0312,0.6034,structure,static,ORB 15m breakout,2026-04-14 23:15:00+00:00,2026-04-14 23:30:00+00:00,2026-04-14,3.0,"(100.0, 3.0, 3.0, -0.39659999999999995)",dynamic_exit_fixed_current,5568.14,278.41,556.81,6124.96
fixed_current,ORB,NZDUSD,M15,2026-04,2026-04-14 23:15:00,2026-04-14 23:30:00,BUY,0.59021,0.59011,3.0,0.59051,win,2.0,100.0,0.000199,0.5,0.5036,structure,static,ORB 15m breakout,2026-04-14 23:15:00+00:00,2026-04-14 23:30:00+00:00,2026-04-14,3.0,"(100.0, 3.0, 3.0, -0.49639999999999995)",dynamic_exit_fixed_current,6124.96,306.25,612.5,6737.45
fixed_current,LTA,AUDUSD,M15,2026-04,2026-04-15 01:45:00,2026-04-15 09:00:00,BUY,0.7127,0.71215,6.0,0.7138,trail_stop,1.5,92.0,0.000354,0.25,,structure,static,Entry Model 1 - Double Wick Confirmation,2026-04-15 01:45:00+00:00,2026-04-15 09:00:00+00:00,2026-04-15,3.0,"(92.0, 6.0, 3.0, 0)",dynamic_exit_fixed_current,6737.45,336.87,505.31,7242.76
fixed_current,ORB,USDCAD,M15,2026-04,2026-04-15 23:15:00,2026-04-15 23:30:00,BUY,1.37344,1.37324,6.0,1.37324,loss,-1.0,100.0,0.000304,0.1979,0.6588,structure,static,ORB 15m breakout,2026-04-15 23:15:00+00:00,2026-04-15 23:30:00+00:00,2026-04-15,3.0,"(100.0, 6.0, 3.0, -0.34119999999999995)",dynamic_exit_fixed_current,7242.76,362.14,-362.14,6880.62
fixed_current,ORB,AUDUSD,M15,2026-04,2026-04-15 23:15:00,2026-04-15 23:30:00,SELL,0.71714,0.71731,6.0,0.71731,loss,-1.0,100.0,0.000231,0.5,0.7368,structure,static,ORB 15m breakout,2026-04-15 23:15:00+00:00,2026-04-15 23:30:00+00:00,2026-04-15,3.0,"(100.0, 6.0, 3.0, -0.2632)",dynamic_exit_fixed_current,6880.62,344.03,-344.03,6536.59
fixed_current,ORB,GBPUSD,M15,2026-04,2026-04-15 23:15:00,2026-04-16 00:00:00,BUY,1.35694,1.35673,3.0,1.35694,trail_stop,0.5,100.0,0.000374,0.5,0.5611,structure,static,ORB 15m breakout,2026-04-15 23:15:00+00:00,2026-04-16 00:00:00+00:00,2026-04-15,3.0,"(100.0, 3.0, 3.0, -0.43889999999999996)",dynamic_exit_fixed_current,6536.59,326.83,163.41,6700.01
fixed_current,LTA,GBPJPY,M30,2026-04,2026-04-16 00:00:00,2026-04-16 03:30:00,SELL,215.477,215.64305,6.0,215.31095,trail_stop,1.0,91.0,0.127,0.3542,,structure,static,Entry Model 1 - Double Wick Confirmation,2026-04-16 00:00:00+00:00,2026-04-16 03:30:00+00:00,2026-04-16,4.0,"(91.0, 6.0, 4.0, 0)",dynamic_exit_fixed_current,6700.01,335.0,335.0,7035.01
fixed_current,LTA,AUDUSD,M15,2026-04,2026-04-16 01:45:00,2026-04-16 08:00:00,BUY,0.71764,0.7162,6.0,0.71764,trail_stop,0.5,97.0,0.000427,0.5208,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure,2026-04-16 01:45:00+00:00,2026-04-16 08:00:00+00:00,2026-04-16,3.0,"(97.0, 6.0, 3.0, 0)",dynamic_exit_fixed_current,7035.01,351.75,175.88,7210.88
fixed_current,LTA,GBPJPY,M15,2026-04,2026-04-16 03:30:00,2026-04-17 03:45:00,BUY,215.441,215.10344,6.0,215.572,timeout,0.3881,96.0,0.110429,0.7917,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure,2026-04-16 03:30:00+00:00,2026-04-17 03:45:00+00:00,2026-04-16,3.0,"(96.0, 6.0, 3.0, 0)",dynamic_exit_fixed_current,7210.88,360.54,139.93,7350.81
fixed_current,ORB,AUDUSD,M15,2026-04,2026-04-16 23:15:00,2026-04-16 23:45:00,BUY,0.7163,0.71607,6.0,0.71607,loss,-1.0,100.0,0.000254,0.0417,0.907,structure,static,ORB 15m breakout,2026-04-16 23:15:00+00:00,2026-04-16 23:45:00+00:00,2026-04-16,3.0,"(100.0, 6.0, 3.0, -0.09299999999999997)",dynamic_exit_fixed_current,7350.81,367.54,-367.54,6983.27
fixed_current,ORB,GBPUSD,M15,2026-04,2026-04-16 23:15:00,2026-04-16 23:30:00,BUY,1.35316,1.3529,3.0,1.3529,loss,-1.0,100.0,0.000395,0.1042,0.6582,structure,static,ORB 15m breakout,2026-04-16 23:15:00+00:00,2026-04-16 23:30:00+00:00,2026-04-16,3.0,"(100.0, 3.0, 3.0, -0.3418)",dynamic_exit_fixed_current,6983.27,349.16,-349.16,6634.11
fixed_current,ORB,NZDUSD,M15,2026-04,2026-04-16 23:15:00,2026-04-16 23:30:00,BUY,0.58909,0.58896,3.0,0.58909,trail_stop,0.5,100.0,0.000168,0.0208,0.7745,structure,static,ORB 15m breakout,2026-04-16 23:15:00+00:00,2026-04-16 23:30:00+00:00,2026-04-16,3.0,"(100.0, 3.0, 3.0, -0.22550000000000003)",dynamic_exit_fixed_current,6634.11,331.71,165.85,6799.96
fixed_current,LTA,AUDUSD,M15,2026-04,2026-04-17 00:15:00,2026-04-17 09:30:00,BUY,0.71595,0.71531,6.0,0.71723,trail_stop,1.5,91.0,0.00031,0.1771,,structure,static,Entry Model 1 - Double Wick Confirmation,2026-04-17 00:15:00+00:00,2026-04-17 09:30:00+00:00,2026-04-17,3.0,"(91.0, 6.0, 3.0, 0)",dynamic_exit_fixed_current,6799.96,340.0,510.0,7309.95
fixed_current,LTA,USDCAD,M15,2026-04,2026-04-17 01:45:00,2026-04-17 04:45:00,SELL,1.37011,1.37033,6.0,1.36879,win,3.5,91.0,0.000201,0.0312,,structure,static,Entry Model 1 - Double Wick Confirmation,2026-04-17 01:45:00+00:00,2026-04-17 04:45:00+00:00,2026-04-17,3.0,"(91.0, 6.0, 3.0, 0)",dynamic_exit_fixed_current,7309.95,365.5,1279.24,8589.2
fixed_current,ORB,AUDUSD,M15,2026-04,2026-04-19 23:15:00,2026-04-19 23:30:00,BUY,0.71438,0.71401,6.0,0.71401,loss,-1.0,95.0,0.001006,0.8958,0.3679,structure,static,ORB 15m breakout,2026-04-19 23:15:00+00:00,2026-04-19 23:30:00+00:00,2026-04-19,3.0,"(95.0, 6.0, 3.0, -0.6321)",dynamic_exit_fixed_current,8589.2,429.46,-429.46,8159.74
fixed_current,ORB,NZDUSD,M15,2026-04,2026-04-19 23:15:00,2026-04-19 23:45:00,SELL,0.58663,0.58686,3.0,0.58663,trail_stop,0.5,95.0,0.000599,0.7292,0.3838,structure,static,ORB 15m breakout,2026-04-19 23:15:00+00:00,2026-04-19 23:45:00+00:00,2026-04-19,3.0,"(95.0, 3.0, 3.0, -0.6162000000000001)",dynamic_exit_fixed_current,8159.74,407.99,203.99,8363.73
fixed_current,ORB,USDCHF,M15,2026-04,2026-04-19 23:15:00,2026-04-19 23:30:00,SELL,0.78296,0.78344,3.0,0.78344,loss,-1.0,100.0,0.000706,0.8021,0.6802,structure,static,ORB 15m breakout,2026-04-19 23:15:00+00:00,2026-04-19 23:30:00+00:00,2026-04-19,3.0,"(100.0, 3.0, 3.0, -0.3198)",dynamic_exit_fixed_current,8363.73,418.19,-418.19,7945.54
fixed_current,LTA,USDCAD,M30,2026-04,2026-04-20 00:00:00,2026-04-21 07:30:00,SELL,1.36964,1.37104,6.0,1.36544,trail_stop,2.0,90.0,0.000943,0.8021,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure,2026-04-20 00:00:00+00:00,2026-04-21 07:30:00+00:00,2026-04-20,4.0,"(90.0, 6.0, 4.0, 0)",dynamic_exit_fixed_current,7945.54,397.28,794.55,8740.1
fixed_current,LTA,GBPJPY,M15,2026-04,2026-04-20 05:00:00,2026-04-20 06:30:00,SELL,214.544,214.65288,6.0,214.43512,trail_stop,1.0,91.0,0.065857,0.0417,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure,2026-04-20 05:00:00+00:00,2026-04-20 06:30:00+00:00,2026-04-20,3.0,"(91.0, 6.0, 3.0, 0)",dynamic_exit_fixed_current,8740.1,437.0,437.0,9177.1
sniper_current,Sniper,BTCUSD,H4,2026-04,2026-04-20T20:00:00Z,2026-04-21T19:40:00Z,BUY,76332.66,74844.91,3.0,74844.91,loss,-1.0,,991.84,,,atr_1.5,tp3,Sniper EMA 9/21 H4 bias cross,2026-04-20 20:00:00+00:00,2026-04-21 19:40:00+00:00,2026-04-20,,,sniper_backtest_current_config,9177.1,458.86,-458.86,8718.25
fixed_current,ORB,AUDUSD,M15,2026-04,2026-04-20 23:15:00,2026-04-21 00:15:00,SELL,0.71788,0.71824,6.0,0.71752,trail_stop,1.0,100.0,0.00036,0.0625,1.7201,structure,static,ORB 15m breakout,2026-04-20 23:15:00+00:00,2026-04-21 00:15:00+00:00,2026-04-20,3.0,"(100.0, 6.0, 3.0, -0.7201)",dynamic_exit_fixed_current,8718.25,435.91,435.91,9154.16
fixed_current,ORB,GBPUSD,M15,2026-04,2026-04-20 23:15:00,2026-04-21 00:45:00,SELL,1.35338,1.35389,3.0,1.35287,trail_stop,1.0,100.0,0.00051,0.5,1.3704,structure,static,ORB 15m breakout,2026-04-20 23:15:00+00:00,2026-04-21 00:45:00+00:00,2026-04-20,3.0,"(100.0, 3.0, 3.0, -0.37040000000000006)",dynamic_exit_fixed_current,9154.16,457.71,457.71,9611.87
fixed_current,ORB,NZDUSD,M15,2026-04,2026-04-20 23:15:00,2026-04-21 01:30:00,SELL,0.59081,0.59156,3.0,0.59156,loss,-1.0,100.0,0.00075,0.7812,1.5766,structure,static,ORB 15m breakout,2026-04-20 23:15:00+00:00,2026-04-21 01:30:00+00:00,2026-04-20,3.0,"(100.0, 3.0, 3.0, -0.5766)",dynamic_exit_fixed_current,9611.87,480.59,-480.59,9131.28
fixed_current,LTA,GBPJPY,M15,2026-04,2026-04-21 00:30:00,2026-04-21 02:45:00,BUY,214.993,214.8921,6.0,214.8921,loss,-1.0,91.0,0.066,0.0208,,structure,static,Entry Model 1 - Double Wick Confirmation,2026-04-21 00:30:00+00:00,2026-04-21 02:45:00+00:00,2026-04-21,3.0,"(91.0, 6.0, 3.0, 0)",dynamic_exit_fixed_current,9131.28,456.56,-456.56,8674.71
fixed_current,ORB,AUDUSD,M15,2026-04,2026-04-21 23:15:00,2026-04-22 00:00:00,BUY,0.71518,0.71504,6.0,0.71602,win,3.5,95.0,0.000859,0.5208,0.1629,structure,static,ORB 15m breakout,2026-04-21 23:15:00+00:00,2026-04-22 00:00:00+00:00,2026-04-21,3.0,"(95.0, 6.0, 3.0, -0.8371)",dynamic_exit_fixed_current,8674.71,433.74,1518.07,10192.79
fixed_current,ORB,GBPUSD,M15,2026-04,2026-04-21 23:15:00,2026-04-21 23:45:00,BUY,1.35031,1.35012,3.0,1.35088,win,2.0,95.0,0.001096,0.4375,0.1733,structure,static,ORB 15m breakout,2026-04-21 23:15:00+00:00,2026-04-21 23:45:00+00:00,2026-04-21,3.0,"(95.0, 3.0, 3.0, -0.8267)",dynamic_exit_fixed_current,10192.79,509.64,1019.28,11212.06
fixed_current,ORB,NZDUSD,M15,2026-04,2026-04-21 23:15:00,2026-04-22 00:00:00,BUY,0.58936,0.58921,3.0,0.58981,win,2.0,95.0,0.000779,0.6042,0.1927,structure,static,ORB 15m breakout,2026-04-21 23:15:00+00:00,2026-04-22 00:00:00+00:00,2026-04-21,3.0,"(95.0, 3.0, 3.0, -0.8073)",dynamic_exit_fixed_current,11212.06,560.6,1121.21,12333.27
fixed_current,LTA,USDCAD,M30,2026-04,2026-04-22 00:00:00,2026-04-22 06:00:00,SELL,1.36561,1.36646,6.0,1.36561,trail_stop,0.5,93.0,0.000798,0.6458,,structure,static,Entry Model 2 - Internal Swing Confirmation,2026-04-22 00:00:00+00:00,2026-04-22 06:00:00+00:00,2026-04-22,4.0,"(93.0, 6.0, 4.0, 0)",dynamic_exit_fixed_current,12333.27,616.66,308.33,12641.6
fixed_current,LTA,AUDUSD,M15,2026-04,2026-04-22 03:15:00,2026-04-22 06:00:00,BUY,0.71585,0.71519,6.0,0.71651,trail_stop,1.0,100.0,0.000487,0.375,,structure,static,Entry Model 1 - Double Wick Confirmation,2026-04-22 03:15:00+00:00,2026-04-22 06:00:00+00:00,2026-04-22,3.0,"(100.0, 6.0, 3.0, 0)",dynamic_exit_fixed_current,12641.6,632.08,632.08,13273.68
fixed_current,LTA,GBPJPY,M15,2026-04,2026-04-22 23:00:00,2026-04-23 00:30:00,SELL,215.278,215.35534,6.0,215.278,trail_stop,0.5,94.0,0.088929,0.4792,,structure,static,Entry Model 1 - Double Wick Confirmation,2026-04-22 23:00:00+00:00,2026-04-23 00:30:00+00:00,2026-04-22,3.0,"(94.0, 6.0, 3.0, 0)",dynamic_exit_fixed_current,13273.68,663.68,331.84,13605.53
fixed_current,ORB,AUDUSD,M15,2026-04,2026-04-22 23:15:00,2026-04-23 00:00:00,BUY,0.71586,0.71565,6.0,0.71565,loss,-1.0,100.0,0.000232,0.5,0.9046,structure,static,ORB 15m breakout,2026-04-22 23:15:00+00:00,2026-04-23 00:00:00+00:00,2026-04-22,3.0,"(100.0, 6.0, 3.0, -0.09540000000000004)",dynamic_exit_fixed_current,13605.53,680.28,-680.28,12925.25
fixed_current,ORB,NZDUSD,M15,2026-04,2026-04-22 23:15:00,2026-04-22 23:45:00,BUY,0.59042,0.5903,3.0,0.5903,loss,-1.0,95.0,0.000262,0.0417,0.4578,structure,static,ORB 15m breakout,2026-04-22 23:15:00+00:00,2026-04-22 23:45:00+00:00,2026-04-22,3.0,"(95.0, 3.0, 3.0, -0.5422)",dynamic_exit_fixed_current,12925.25,646.26,-646.26,12278.99
fixed_current,ORB,USDCAD,M15,2026-04,2026-04-22 23:15:00,2026-04-23 00:00:00,SELL,1.36686,1.36711,6.0,1.36711,loss,-1.0,100.0,0.000294,0.1042,0.8495,structure,static,ORB 15m breakout,2026-04-22 23:15:00+00:00,2026-04-23 00:00:00+00:00,2026-04-22,3.0,"(100.0, 6.0, 3.0, -0.15049999999999997)",dynamic_exit_fixed_current,12278.99,613.95,-613.95,11665.04
fixed_current,LTA,AUDUSD,M15,2026-04,2026-04-23 00:15:00,2026-04-23 10:30:00,BUY,0.7161,0.71359,6.0,0.71359,loss,-1.0,91.0,0.000491,0.5625,,structure,static,Entry Model 3 - Confirmation of Internal Structure,2026-04-23 00:15:00+00:00,2026-04-23 10:30:00+00:00,2026-04-23,3.0,"(91.0, 6.0, 3.0, 0)",dynamic_exit_fixed_current,11665.04,583.25,-583.25,11081.79
fixed_current,LTA,USDCAD,M15,2026-04,2026-04-23 01:00:00,2026-04-23 05:45:00,BUY,1.36678,1.36631,6.0,1.36678,trail_stop,0.5,93.0,0.000314,0.3125,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure,2026-04-23 01:00:00+00:00,2026-04-23 05:45:00+00:00,2026-04-23,3.0,"(93.0, 6.0, 3.0, 0)",dynamic_exit_fixed_current,11081.79,554.09,277.04,11358.83
fixed_current,ORB,AUDUSD,M15,2026-04,2026-04-23 23:15:00,2026-04-23 23:30:00,SELL,0.71304,0.71331,6.0,0.71331,loss,-1.0,100.0,0.000337,0.0312,0.8008,structure,static,ORB 15m breakout,2026-04-23 23:15:00+00:00,2026-04-23 23:30:00+00:00,2026-04-23,3.0,"(100.0, 6.0, 3.0, -0.19920000000000004)",dynamic_exit_fixed_current,11358.83,567.94,-567.94,10790.89
fixed_current,ORB,GBPUSD,M15,2026-04,2026-04-23 23:15:00,2026-04-23 23:45:00,SELL,1.34645,1.34673,3.0,1.34673,loss,-1.0,100.0,0.000465,0.0417,0.6022,structure,static,ORB 15m breakout,2026-04-23 23:15:00+00:00,2026-04-23 23:45:00+00:00,2026-04-23,3.0,"(100.0, 3.0, 3.0, -0.39780000000000004)",dynamic_exit_fixed_current,10790.89,539.54,-539.54,10251.34
fixed_current,ORB,USDCAD,M15,2026-04,2026-04-23 23:15:00,2026-04-24 00:30:00,BUY,1.3698,1.36961,6.0,1.36961,loss,-1.0,100.0,0.000374,0.2812,0.5076,structure,static,ORB 15m breakout,2026-04-23 23:15:00+00:00,2026-04-24 00:30:00+00:00,2026-04-23,3.0,"(100.0, 6.0, 3.0, -0.49239999999999995)",dynamic_exit_fixed_current,10251.34,512.57,-512.57,9738.78
fixed_current,LTA,GBPJPY,M30,2026-04,2026-04-24 00:00:00,2026-04-24 01:00:00,SELL,215.106,215.20556,6.0,215.20556,loss,-1.0,98.0,0.103714,0.0625,,structure,static,Entry Model 2 - Internal Swing Confirmation,2026-04-24 00:00:00+00:00,2026-04-24 01:00:00+00:00,2026-04-24,4.0,"(98.0, 6.0, 4.0, 0)",dynamic_exit_fixed_current,9738.78,486.94,-486.94,9251.84
fixed_current,LTA,USDCAD,M15,2026-04,2026-04-24 01:00:00,2026-04-24 02:00:00,SELL,1.3697,1.37001,6.0,1.37001,loss,-1.0,90.0,0.000235,0.5,,structure,static,Entry Model 1 - Double Wick Confirmation,2026-04-24 01:00:00+00:00,2026-04-24 02:00:00+00:00,2026-04-24,3.0,"(90.0, 6.0, 3.0, 0)",dynamic_exit_fixed_current,9251.84,462.59,-462.59,8789.25
fixed_current,LTA,GBPJPY,M15,2026-04,2026-04-24 03:30:00,2026-04-24 04:30:00,BUY,215.067,215.01088,6.0,215.01088,loss,-1.0,96.0,0.060786,0.5,,structure,static,Entry Model 2 - Internal Swing Confirmation,2026-04-24 03:30:00+00:00,2026-04-24 04:30:00+00:00,2026-04-24,3.0,"(96.0, 6.0, 3.0, 0)",dynamic_exit_fixed_current,8789.25,439.46,-439.46,8349.78
