case,group,symbol,stage,report,from,to,model,risk_percent,initial_balance,final_balance,net_profit,return_pct,profit_factor,win_rate_pct,max_drawdown_pct,trades,sharpe_ratio,recovery_factor,history_quality,analysed_sharpe,analysed_recovery
combo-m30-imp150-rr150,refined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-m30-imp150-rr150.htm,2023.09.01,2025.08.31,1,1.00,10000.0,11352.0,1352.0,13.52,1.06,51.4,11.6,463,0.89,1.12,98%,0.56,1.18
combo-overlap-atr300-rr150,refined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-overlap-atr300-rr150.htm,2023.09.01,2025.08.31,1,1.00,10000.0,9698.16,-301.84,-3.02,0.94,49.53,10.29,107,-0.66,-0.29,98%,-0.3,-0.3
combo-m30-imp150-rr200,refined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-m30-imp150-rr200.htm,2023.09.01,2025.08.31,1,1.00,10000.0,12407.02,2407.02,24.07,1.1,46.32,11.4,421,1.27,1.51,98%,0.85,1.57
combo-overlap-atr300-rr200,refined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-overlap-atr300-rr200.htm,2023.09.01,2025.08.31,1,1.00,10000.0,9521.61,-478.39,-4.78,0.91,43.69,9.52,103,-0.9,-0.48,98%,-0.43,-0.51
combo-m30-imp150-rr250,refined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-m30-imp150-rr250.htm,2023.09.01,2025.08.31,1,1.00,10000.0,13160.31,3160.31,31.6,1.12,41.24,17.32,388,1.41,1.15,98%,0.97,1.23
combo-overlap-atr300-rr250,refined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-overlap-atr300-rr250.htm,2023.09.01,2025.08.31,1,1.00,10000.0,10601.18,601.18,6.01,1.11,43.0,9.08,100,0.88,0.57,98%,0.44,0.64
combo-m30-imp150-rr300,refined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-m30-imp150-rr300.htm,2023.09.01,2025.08.31,1,1.00,10000.0,14634.63,4634.63,46.35,1.18,40.11,13.99,359,1.75,1.98,98%,1.3,2.14
combo-overlap-atr300-rr300,refined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-overlap-atr300-rr300.htm,2023.09.01,2025.08.31,1,1.00,10000.0,10119.1,119.1,1.19,1.02,38.38,9.61,99,0.16,0.11,98%,0.08,0.13
selected-m30-rr400-dynamic5020,selected-management,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-selected-m30-rr400-dynamic5020.htm,2023.09.01,2025.08.31,1,1.00,10000.0,18758.65,8758.65,87.59,1.4,37.22,17.87,266,2.61,3.87,98%,2.15,4.13
selected-m30-rr400-dynamic6020,selected-management,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-selected-m30-rr400-dynamic6020.htm,2023.09.01,2025.08.31,1,1.00,10000.0,19368.47,9368.47,93.68,1.44,35.04,16.56,254,2.53,4.47,98%,2.24,4.7
selected-m30-rr400-dynamic7525,selected-management,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-selected-m30-rr400-dynamic7525.htm,2023.09.01,2025.08.31,1,1.00,10000.0,18540.52,8540.52,85.41,1.38,30.56,16.28,252,2.25,4.14,98%,2.04,4.35
selected-m30-rr400-none,selected-management,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-selected-m30-rr400-none.htm,2023.09.01,2025.08.31,1,1.00,10000.0,24766.45,14766.45,147.66,1.57,28.51,9.78,235,3.02,6.12,98%,2.69,7.06
selected-m30-rr400-native150,selected-management,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-selected-m30-rr400-native150.htm,2023.09.01,2025.08.31,1,1.00,10000.0,15116.73,5116.73,51.17,1.24,43.67,18.92,332,2.28,2.24,98%,1.65,2.35
selected-m30-rr400-safe5020,selected-management,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-selected-m30-rr400-safe5020.htm,2023.09.01,2025.08.31,1,1.00,10000.0,14478.79,4478.79,44.79,1.65,42.72,11.43,103,4.16,3.28,98%,1.99,3.51
selected-m30-rr400-safe6020,selected-management,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-selected-m30-rr400-safe6020.htm,2023.09.01,2025.08.31,1,1.00,10000.0,15042.41,5042.41,50.42,1.74,40.62,9.74,96,4.02,4.28,98%,2.14,4.48
selected-market-xau-m30-rr400,selected-market,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-selected-market-xau-m30-rr400.htm,2023.09.01,2025.08.31,1,1.00,10000.0,18758.65,8758.65,87.59,1.4,37.22,17.87,266,2.61,3.87,98%,2.15,4.13
selected-market-xag-m30-rr400,selected-market,XAGUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-selected-market-xag-m30-rr400.htm,2023.09.01,2025.08.31,1,1.00,10000.0,5328.38,-4671.62,-46.72,0.73,26.28,49.51,312,-2.75,-0.94,98%,-2.33,-0.95
selected-market-us30-m30-rr400,selected-market,US30,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-selected-market-us30-m30-rr400.htm,2023.09.01,2025.08.31,1,1.00,10000.0,10960.38,960.38,9.6,1.04,31.31,29.98,297,0.35,0.22,98%,0.28,0.23
selected-market-us100-m30-rr400,selected-market,USTEC,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-selected-market-us100-m30-rr400.htm,2023.09.01,2025.08.31,1,1.00,10000.0,8315.25,-1684.75,-16.85,0.92,28.53,25.25,312,-0.73,-0.6,98%,-0.58,-0.66
selected-market-btc-m30-rr400,selected-market,BTCUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-selected-market-btc-m30-rr400.htm,2023.09.01,2025.08.31,1,1.00,10000.0,11248.36,1248.36,12.48,1.04,32.41,24.32,361,0.34,0.35,100%,0.31,0.38
selected-market-gbpjpy-m30-rr400,selected-market,GBPJPY,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-selected-market-gbpjpy-m30-rr400.htm,2023.09.01,2025.08.31,1,1.00,10000.0,5071.94,-4928.06,-49.28,0.69,23.97,52.02,267,-2.93,-0.9,100%,-2.39,-0.91
